feature,missing_rate
hs_national_rank,0.4183835182250396
hs_rating,0.4183835182250396
hs_stars,0.4183835182250396
hs_state_rank,0.4183835182250396
hs_position_rank,0.4183835182250396
hs_weight,0.07448494453248812
hs_year,0.0
hs_position,0.0
hs_height_in,0.0
hs_hometown_state,0.0
hs_school_fin,0.0
