split,rows,target_mean,target_std,pred_mean,pred_std,mae,rmse,weighted_rmse,r2,corr,spearman_corr,sample_weight_mean,sample_weight_min,sample_weight_max,poss_mean,poss_min,poss_max
train,5537,0.004633921213653592,2.4715311698956253,0.1275990754365921,1.5882047414779663,1.443270466359484,1.8221263860830594,1.83705810268193,0.45637020359152725,0.6783198138505647,0.6146206393116992,0.702493234103245,0.4,0.8920086393088553,887.7572692793932,200.0,2478.0
valid,855,-0.23741241489707607,2.3591496139762733,0.20959268510341644,1.3988946676254272,1.568764513468824,1.9834364240270197,2.0104558384030677,0.29232501459746785,0.5732968720491892,0.5088689900937449,0.690141532806865,0.4,0.8810467882632831,835.540350877193,200.0,2222.0
test,797,0.48923508374834385,2.720638212047572,0.2793531119823456,1.516513466835022,1.5749756204381349,2.026737743486704,2.08482742611204,0.4443532515705828,0.6825587800232085,0.5656035383618254,0.6998091328355129,0.40239043824701193,0.8851014936805821,888.6762860727729,202.0,2311.0
