feature,missing_rate
hs_rating,0.7355371900826446
hs_stars,0.7355371900826446
hs_state_rank,0.7355371900826446
hs_position_rank,0.7355371900826446
hs_national_rank,0.7355371900826446
hs_weight,0.09090909090909091
hs_position,0.0
hs_year,0.0
hs_height_in,0.0
hs_hometown_state,0.0
