column,missing_rate
hs_rating,0.28529698149951316
hs_stars,0.28529698149951316
hs_state_rank,0.28529698149951316
hs_position_rank,0.28529698149951316
hs_national_rank,0.28529698149951316
hs_weight,0.023090833217415497
hs_height_in,0.01029350396439004
hs_position,0.0
hs_year,0.0
hs_hometown_state,0.0
hs_school_fin,0.0
college_basic_bpr,0.0
college_basic_poss,0.0
