player.key,player.firstName,player.lastName,player.avatar,player.transferDate,player.transferRating,player.highSchoolRating,player.rating,player.starRating,player.transferRank,player.highSchoolRank,player.rank,player.rankTrend,player.institutionStatus,player.position,player.positionKey,player.eligibility.type,player.eligibility.years,player.stateRank,player.status,player.statusDate,player.transfer.source.institution,player.transfer.source.institutionKey,player.transfer.source.logo,player.transfer.source.defaultAsset,player.transfer.source.alternateAsset,player.transfer.source.lightAsset,player.transfer.source.institutionRootPath,player.transfer.destination,player.positionGroupKey,player.positionGroupName,player.positionRank,player.lastUpdateDate,player.transferCommitDateTime,player.weight,player.height,player.playerProfileUrl,player.startDate,player.endDate,year
46056433,Moussa,Cisse,https://s3media.247sports.com/Uploads/Assets/934/655/9655934.jpg,2021-07-16T04:47:00Z,,0.99,0.99,5.0,,12.0,12.0,,HS,C,35,Immediate,,1.0,Committed,2021-07-16T04:47:00Z,Memphis,24053,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://247sports.com/college/memphis,"[{'percentage': 100, 'transferred': True, 'institution': 'Oklahoma State', 'institutionKey': 24027, 'logo': 'https://s3media.247sports.com/Uploads/Assets/781/529/13529781.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/781/529/13529781.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/781/529/13529781.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/781/529/13529781.png', 'institutionRootPath': 'https://247sports.com/college/oklahoma-state'}]",11,Center,2.0,2025-03-20T14:17:05Z,,220,6-10,https://247sports.com/player/moussa-cisse-46056433/college-258910,2020-08-01T16:00:00Z,2021-04-27T05:00:00Z,2021
83938,Jordan,Brown,https://s3media.247sports.com/Uploads/Assets/736/256/8256736.jpg,2021-06-02T18:30:18Z,,0.98,0.98,5.0,,16.0,16.0,,HS,PF,34,TBD,,1.0,Committed,2021-06-02T18:30:18Z,Arizona,24087,https://s3media.247sports.com/Uploads/Assets/925/542/12542925.png,https://s3media.247sports.com/Uploads/Assets/925/542/12542925.png,https://s3media.247sports.com/Uploads/Assets/925/542/12542925.png,https://s3media.247sports.com/Uploads/Assets/925/542/12542925.png,https://247sports.com/college/arizona,"[{'percentage': 0, 'transferred': True, 'institution': 'Louisiana', 'institutionKey': 24111, 'logo': 'https://s3media.247sports.com/Uploads/Assets/990/549/12549990.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/990/549/12549990.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/990/549/12549990.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/990/549/12549990.png', 'institutionRootPath': 'https://247sports.com/college/louisiana'}]",10,Forward,4.0,2025-03-20T14:17:05Z,,210,6-10,https://247sports.com/player/jordan-brown-83938/college-251284,2019-05-02T05:00:00Z,2021-06-01T18:30:00Z,2021
46040037,Bryce,Thompson,https://s3media.247sports.com/Uploads/Assets/12/893/8893012.jpg,2021-05-13T17:54:19Z,,0.98,0.98,5.0,,20.0,20.0,,HS,SG,32,Immediate,,1.0,Committed,2021-05-13T17:54:19Z,Kansas,24022,https://s3media.247sports.com/Uploads/Assets/993/542/12542993.png,https://s3media.247sports.com/Uploads/Assets/993/542/12542993.png,https://s3media.247sports.com/Uploads/Assets/993/542/12542993.png,https://s3media.247sports.com/Uploads/Assets/993/542/12542993.png,https://247sports.com/college/kansas,"[{'percentage': 0, 'transferred': True, 'institution': 'Oklahoma State', 'institutionKey': 24027, 'logo': 'https://s3media.247sports.com/Uploads/Assets/781/529/13529781.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/781/529/13529781.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/781/529/13529781.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/781/529/13529781.png', 'institutionRootPath': 'https://247sports.com/college/oklahoma-state'}]",9,Guard,4.0,2025-03-20T14:17:05Z,,175,6-5,https://247sports.com/player/bryce-thompson-46040037/college-258674,2020-08-01T14:55:00Z,2021-05-02T03:23:00Z,2021
88237,Oscar,Tshiebwe,https://s3media.247sports.com/Uploads/Assets/784/136/9136784.jpg,2021-01-11T03:25:12Z,,0.98,0.98,5.0,,23.0,23.0,,HS,PF,34,Immediate,,1.0,Committed,2021-01-11T03:25:12Z,West Virginia,24038,https://s3media.247sports.com/Uploads/Assets/41/543/12543041.png,https://s3media.247sports.com/Uploads/Assets/39/543/12543039.png,https://s3media.247sports.com/Uploads/Assets/41/543/12543041.png,https://s3media.247sports.com/Uploads/Assets/41/543/12543041.png,https://247sports.com/college/west-virginia,"[{'percentage': 0, 'transferred': True, 'institution': 'Kentucky', 'institutionKey': 24101, 'logo': 'https://s3media.247sports.com/Uploads/Assets/427/617/12617427.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/430/617/12617430.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/427/617/12617427.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/430/617/12617430.png', 'institutionRootPath': 'https://247sports.com/college/kentucky'}]",10,Forward,5.0,2025-03-20T14:17:05Z,,250,6-9,https://247sports.com/player/oscar-tshiebwe-88237/college-238981,2019-07-01T14:07:00Z,2022-01-01T00:10:00Z,2021
46047954,Walker,Kessler,https://s3media.247sports.com/Uploads/Assets/525/998/9998525.jpg,2021-04-12T22:20:27Z,,0.98,0.98,5.0,,28.0,28.0,,HS,C,35,Immediate,,2.0,Committed,2021-04-12T22:20:27Z,North Carolina,24014,https://s3media.247sports.com/Uploads/Assets/837/616/12616837.png,https://s3media.247sports.com/Uploads/Assets/602/120/8120602.png,https://s3media.247sports.com/Uploads/Assets/837/616/12616837.png,https://s3media.247sports.com/Uploads/Assets/832/616/12616832.png,https://247sports.com/college/north-carolina,"[{'percentage': 0, 'transferred': True, 'institution': 'Auburn', 'institutionKey': 24098, 'logo': 'https://s3media.247sports.com/Uploads/Assets/523/543/12543523.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/523/543/12543523.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/523/543/12543523.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/538/543/12543538.png', 'institutionRootPath': 'https://247sports.com/college/auburn'}]",11,Center,6.0,2025-03-20T14:17:05Z,,245,7-1,https://247sports.com/player/walker-kessler-46047954/college-258385,2020-08-01T05:00:00Z,2021-05-02T03:31:00Z,2021
85006,Taeshon,Cherry,https://s3media.247sports.com/Uploads/Assets/381/61/10061381.jpg,2021-04-01T17:27:05Z,,0.98,0.98,5.0,,29.0,29.0,,HS,SF,33,Immediate,,3.0,Committed,2021-04-01T17:27:05Z,Arizona State,24088,https://s3media.247sports.com/Uploads/Assets/836/696/12696836.png,https://s3media.247sports.com/Uploads/Assets/888/472/8472888.png,https://s3media.247sports.com/Uploads/Assets/836/696/12696836.png,https://s3media.247sports.com/Uploads/Assets/890/472/8472890.png,https://247sports.com/college/arizona-state,"[{'percentage': 0, 'transferred': True, 'institution': 'Grand Canyon', 'institutionKey': 25241, 'logo': 'https://s3media.247sports.com/Uploads/Assets/705/31/13031705.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/704/31/13031704.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/705/31/13031705.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/705/31/13031705.png', 'institutionRootPath': ''}]",10,Forward,7.0,2025-03-20T14:17:05Z,,210,6-8,https://247sports.com/player/taeshon-cherry-85006/college-226574,2018-06-01T19:29:00Z,2021-05-01T19:28:00Z,2021
46050093,Dawson,Garcia,https://s3media.247sports.com/Uploads/Assets/340/469/10469340.jpg,2021-07-08T23:41:39Z,,0.97,0.97,4.0,,33.0,33.0,,HS,PF,34,Immediate,,2.0,Committed,2021-07-08T23:41:39Z,Marquette,24315,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://247sports.com/college/marquette,"[{'percentage': 0, 'transferred': True, 'institution': 'North Carolina', 'institutionKey': 24014, 'logo': 'https://s3media.247sports.com/Uploads/Assets/837/616/12616837.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/602/120/8120602.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/837/616/12616837.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/832/616/12616832.png', 'institutionRootPath': 'https://247sports.com/college/north-carolina'}]",10,Forward,4.0,2025-03-20T14:17:05Z,,220,6-11,https://247sports.com/player/dawson-garcia-46050093/college-259195,2020-08-01T16:14:00Z,2021-06-01T23:41:00Z,2021
46047755,Boogie,Ellis,https://s3media.247sports.com/Uploads/Assets/886/374/8374886.jpg,2021-04-15T17:51:17Z,,0.97,0.97,4.0,,33.0,33.0,,HS,PG,31,Immediate,,4.0,Committed,2021-04-15T17:51:17Z,Memphis,24053,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://247sports.com/college/memphis,"[{'percentage': 0, 'transferred': True, 'institution': 'USC', 'institutionKey': 24257, 'logo': 'https://s3media.247sports.com/Uploads/Assets/510/617/12617510.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/512/617/12617512.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/510/617/12617510.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/630/114/8114630.png', 'institutionRootPath': 'https://247sports.com/college/usc'}]",9,Guard,5.0,2025-03-20T14:17:05Z,,165,6-2,https://247sports.com/player/boogie-ellis-46047755/college-239045,2019-07-01T15:54:00Z,,2021
14137,Jalen,Coleman-Lands,https://s3media.247sports.com/Uploads/Assets/622/863/7863622.jpg,2021-05-19T17:24:37Z,,0.97,0.97,4.0,,36.0,36.0,,HS,PG,31,Immediate,,2.0,Committed,2021-05-19T17:24:37Z,Iowa State,24021,https://s3media.247sports.com/Uploads/Assets/990/542/12542990.png,https://s3media.247sports.com/Uploads/Assets/990/542/12542990.png,https://s3media.247sports.com/Uploads/Assets/990/542/12542990.png,https://s3media.247sports.com/Uploads/Assets/990/542/12542990.png,https://247sports.com/college/iowa-state,"[{'percentage': 0, 'transferred': True, 'institution': 'Kansas', 'institutionKey': 24022, 'logo': 'https://s3media.247sports.com/Uploads/Assets/993/542/12542993.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/993/542/12542993.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/993/542/12542993.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/993/542/12542993.png', 'institutionRootPath': 'https://247sports.com/college/kansas'}]",9,Guard,8.0,2025-03-20T14:17:05Z,,180,6-3,https://247sports.com/player/jalen-coleman-lands-14137/college-252158,2020-05-23T16:53:00Z,,2021
46036282,Adam,Miller,https://s3media.247sports.com/Uploads/Assets/522/181/10181522.jpg,2021-05-05T16:59:26Z,,0.97,0.97,4.0,,36.0,36.0,,HS,PG,31,Immediate,,2.0,Committed,2021-05-05T16:59:26Z,Illinois,24039,https://s3media.247sports.com/Uploads/Assets/523/551/12551523.png,https://s3media.247sports.com/Uploads/Assets/916/698/9698916.png,https://s3media.247sports.com/Uploads/Assets/523/551/12551523.png,https://s3media.247sports.com/Uploads/Assets/523/551/12551523.png,https://247sports.com/college/illinois,"[{'percentage': 100, 'transferred': True, 'institution': 'LSU', 'institutionKey': 24102, 'logo': 'https://s3media.247sports.com/Uploads/Assets/499/617/12617499.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/869/32/8032869.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/499/617/12617499.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/499/617/12617499.png', 'institutionRootPath': 'https://247sports.com/college/lsu'}]",9,Guard,6.0,2025-03-20T14:17:05Z,,170,6-3,https://247sports.com/player/adam-miller-46036282/college-258706,2020-08-01T19:12:00Z,2021-05-01T16:59:00Z,2021
