year,player_key,first_name,last_name,full_name,position,position_group,height,weight,stars,rating,transfer_rating,high_school_rating,transfer_rank,high_school_rank,position_rank,state_rank,eligibility_type,eligibility_years,status,institution_status,transfer_date,transfer_commit_date,source_school,source_institution_key,source_school_root_path,destination_school,destination_institution_key,destination_school_root_path,destination_transferred,destination_options_count,player_profile_url,avatar_url,last_update_date,source
2022,46035703,Pete,Nance,Pete Nance,SF,Forward,6-10,210,4.0,0.91,0.91,0.9,24.0,137.0,7.0,2.0,Immediate,,Enrolled,T,2022-04-29T15:47:00Z,,Northwestern,24045,/college/northwestern,North Carolina,24014.0,/college/north-carolina,True,1.0,https://247sports.com/player/pete-nance-46035703/college-221765,https://s3media.247sports.com/Uploads/Assets/625/152/11152625.jpg,2022-06-18T17:09:08Z,247sports_api_transfers
2022,91805,Grant,Sherfield,Grant Sherfield,CG,Guard,6-2,180,4.0,0.91,0.91,0.89,25.0,201.0,1.0,1.0,Immediate,,Enrolled,T,2022-04-14T15:27:00Z,,Nevada,24122,/college/nevada,Oklahoma,24026.0,/college/oklahoma,True,1.0,https://247sports.com/player/grant-sherfield-91805/college-279341,https://s3media.247sports.com/Uploads/Assets/337/38/11038337.jpg,2022-05-25T21:43:50Z,247sports_api_transfers
2022,46059170,Bryce,Hopkins,Bryce Hopkins,PF,Forward,6-7,220,4.0,0.91,0.91,0.96,26.0,44.0,3.0,2.0,Immediate,,Enrolled,T,2022-04-07T14:08:00Z,,Kentucky,24101,/college/kentucky,Providence,24308.0,/college/providence,True,1.0,https://247sports.com/player/bryce-hopkins-46059170/college-272006,https://s3media.247sports.com/Uploads/Assets/864/11/11011864.jpeg,2022-04-25T16:24:03Z,247sports_api_transfers
2022,46050093,Dawson,Garcia,Dawson Garcia,PF,Forward,6-11,235,4.0,0.91,0.91,0.97,27.0,33.0,4.0,2.0,Immediate,,Enrolled,T,2022-04-13T15:27:00Z,,North Carolina,24014,/college/north-carolina,Minnesota,24044.0,/college/minnesota,True,1.0,https://247sports.com/player/dawson-garcia-46050093/college-272014,https://s3media.247sports.com/Uploads/Assets/994/613/10613994.jpg,2022-04-18T20:25:29Z,247sports_api_transfers
2022,46132153,KJ,Williams,KJ Williams,C,Center,6-10,245,4.0,0.9,0.9,,28.0,,4.0,3.0,Immediate,,Enrolled,T,2022-03-28T20:48:00Z,,Murray State,24202,/college/murray-state,LSU,24102.0,/college/lsu,True,1.0,https://247sports.com/player/kj-williams-46132153/college-278452,https://s3media.247sports.com/Uploads/Assets/17/5/11005017.jpg,2022-05-05T18:33:22Z,247sports_api_transfers
2022,46132690,Norchad,Omier,Norchad Omier,PF,Forward,6-7,230,4.0,0.9,0.9,,29.0,,5.0,1.0,Immediate,,Enrolled,T,2022-03-30T05:00:00Z,,Arkansas State,24108,/college/arkansas-state,Miami,24013.0,/college/miami,True,1.0,https://247sports.com/player/norchad-omier-46132690/college-279141,https://s3media.247sports.com/Uploads/Assets/914/30/11030914.png,2022-04-26T19:01:26Z,247sports_api_transfers
2022,46081141,Antonio,Reeves,Antonio Reeves,SF,Forward,6-5,160,4.0,0.9,0.9,,30.0,,8.0,3.0,Immediate,,Enrolled,T,2022-03-21T15:47:00Z,,Illinois State,24180,/college/illinois-state,Kentucky,24101.0,/college/kentucky,True,1.0,https://247sports.com/player/antonio-reeves-46081141/college-278223,https://s3media.247sports.com/Uploads/Assets/587/991/10991587.jpg,2022-04-27T15:28:46Z,247sports_api_transfers
2022,46057657,Ricky,Council IV,Ricky Council IV,SG,Guard,6-4,215,4.0,0.9,0.9,0.88,31.0,361.0,7.0,2.0,Immediate,,Committed,T,2022-04-22T03:20:00Z,,Wichita State,24345,/college/wichita-state,Arkansas,24097.0,/college/arkansas,True,1.0,https://247sports.com/player/ricky-council-iv-46057657/college-258916,https://s3media.247sports.com/Uploads/Assets/499/613/8613499.jpg,2022-05-16T16:07:45Z,247sports_api_transfers
2022,46038749,Jermaine,Couisnard,Jermaine Couisnard,CG,Guard,6-4,211,4.0,0.9,0.9,0.89,32.0,204.0,2.0,2.0,Immediate,,Enrolled,T,2022-03-26T03:12:00Z,,South Carolina,24105,/college/south-carolina,Oregon,24090.0,/college/oregon,True,1.0,https://247sports.com/player/jermaine-couisnard-46038749/college-221170,https://s3media.247sports.com/Uploads/Assets/518/11/10011518.jpg,2022-05-05T19:27:40Z,247sports_api_transfers
2022,45572606,Manny,Bates,Manny Bates,PF,Forward,6-11,195,4.0,0.9,0.9,0.91,33.0,115.0,6.0,3.0,Immediate,,Enrolled,T,2022-03-29T18:30:00Z,,NC State,24015,/college/north-carolina-state,Butler,24214.0,/college/butler,True,1.0,https://247sports.com/player/manny-bates-45572606/college-221706,https://s3media.247sports.com/Uploads/Assets/68/494/9494068.jpg,2022-05-04T18:31:16Z,247sports_api_transfers
2022,46051578,Xavier,Pinson,Xavier Pinson,PG,Guard,6-2,170,4.0,0.9,0.9,0.88,34.0,240.0,7.0,3.0,Immediate,,Committed,T,2022-03-24T20:43:00Z,,LSU,24102,/college/lsu,New Mexico State,24123.0,/college/new-mexico-state,True,1.0,https://247sports.com/player/xavier-pinson-46051578/college-264685,https://s3media.247sports.com/Uploads/Assets/540/181/10181540.jpg,2022-05-25T21:44:29Z,247sports_api_transfers
2022,46081300,Eric,Gaines,Eric Gaines,PG,Guard,6-3,170,4.0,0.9,0.9,0.93,35.0,99.0,8.0,4.0,Immediate,,Enrolled,T,2022-03-31T18:31:00Z,,LSU,24102,/college/lsu,UAB,24059.0,/college/alabama-birmingham,True,1.0,https://247sports.com/player/eric-gaines-46081300/college-254350,https://s3media.247sports.com/Uploads/Assets/489/760/9760489.jpg,2022-04-12T19:08:14Z,247sports_api_transfers
2022,93693,Jaelin,Llewellyn,Jaelin Llewellyn,CG,Guard,6-2,175,4.0,0.9,0.9,0.91,36.0,118.0,3.0,1.0,Immediate,,Enrolled,T,2022-03-14T20:07:00Z,,Princeton,24169,/college/princeton,Michigan,24042.0,/college/michigan,True,1.0,https://247sports.com/player/jaelin-llewellyn-93693/college-277803,https://s3media.247sports.com/Uploads/Assets/567/972/10972567.png,2022-04-29T19:28:23Z,247sports_api_transfers
2022,46058671,Caleb,Murphy,Caleb Murphy,SG,Guard,6-2,170,4.0,0.9,0.9,0.91,37.0,130.0,8.0,1.0,Immediate,,Enrolled,T,2022-04-04T17:12:00Z,,South Florida,24036,/college/south-florida,DePaul,24329.0,/college/depaul,True,1.0,https://247sports.com/player/caleb-murphy-46058671/college-258911,https://s3media.247sports.com/Uploads/Assets/378/23/11023378.jpg,2022-05-21T13:25:05Z,247sports_api_transfers
2022,46056562,Jalen,Bridges,Jalen Bridges,SF,Forward,6-7,180,4.0,0.9,0.9,0.94,38.0,84.0,9.0,1.0,Immediate,,Enrolled,T,2022-03-16T17:03:00Z,,West Virginia,24038,/college/west-virginia,Baylor,24019.0,/college/baylor,True,1.0,https://247sports.com/player/jalen-bridges-46056562/college-242041,https://s3media.247sports.com/Uploads/Assets/185/202/9202185.jpg,2022-04-20T15:05:03Z,247sports_api_transfers
2022,86619,De'Vion,Harmon,De'Vion Harmon,PG,Guard,6-0,192,4.0,0.9,0.9,0.96,39.0,52.0,9.0,1.0,Immediate,,Enrolled,T,2022-04-26T20:44:00Z,,Oregon,24090,/college/oregon,Texas Tech,24030.0,/college/texas-tech,True,1.0,https://247sports.com/player/devion-harmon-86619/college-279826,https://s3media.247sports.com/Uploads/Assets/433/59/11059433.jpg,2022-04-28T22:33:33Z,247sports_api_transfers
2022,45572870,Keion,Brooks,Keion Brooks,SF,Forward,6-7,185,4.0,0.9,0.9,0.99,40.0,14.0,10.0,4.0,Immediate,,Enrolled,T,2022-04-29T20:55:00Z,,Kentucky,24101,/college/kentucky,Washington,24094.0,/college/washington,True,1.0,https://247sports.com/player/keion-brooks-45572870/college-237752,https://s3media.247sports.com/Uploads/Assets/855/11/11011855.jpeg,2022-06-06T18:58:03Z,247sports_api_transfers
2022,46043229,Andre,Curbelo,Andre Curbelo,PG,Guard,6-0,170,4.0,0.9,0.9,0.96,41.0,62.0,10.0,4.0,Immediate,,Enrolled,T,2022-03-29T02:05:00Z,,Illinois,24039,/college/illinois,St. John's,24309.0,/college/saint-johns,True,1.0,https://247sports.com/player/andre-curbelo-46043229/college-258703,https://s3media.247sports.com/Uploads/Assets/508/181/10181508.jpg,2022-04-18T18:47:52Z,247sports_api_transfers
2022,46086502,Alex,Fudge,Alex Fudge,SF,Forward,6-8,175,4.0,0.9,0.9,0.96,42.0,64.0,11.0,5.0,Immediate,,Enrolled,T,2022-04-01T18:21:00Z,,LSU,24102,/college/lsu,Florida,24099.0,/college/florida,True,1.0,https://247sports.com/player/alex-fudge-46086502/college-260532,https://s3media.247sports.com/Uploads/Assets/726/913/9913726.JPG,2022-04-14T02:01:04Z,247sports_api_transfers
2022,46083864,Tristen,Newton,Tristen Newton,PG,Guard,6-5,200,4.0,0.9,0.9,,43.0,,11.0,4.0,Immediate,,Enrolled,T,2022-03-28T17:52:00Z,,East Carolina,24050,/college/east-carolina,UConn,24032.0,/college/connecticut,True,1.0,https://247sports.com/player/tristen-newton-46083864/college-237907,https://s3media.247sports.com/Uploads/Assets/618/838/10838618.jpg,2022-04-13T17:37:01Z,247sports_api_transfers
2022,46058767,Joe,Bamisile,Joe Bamisile,SG,Guard,6-5,195,4.0,0.9,0.9,0.91,44.0,133.0,9.0,1.0,Immediate,2.0,Enrolled,T,2022-03-16T17:28:00Z,,George Washington,24319,/college/george-washington,Oklahoma,24026.0,/college/oklahoma,True,1.0,https://247sports.com/player/joe-bamisile-46058767/college-278008,https://s3media.247sports.com/Uploads/Player/0/1.jpg,2022-04-12T15:30:26Z,247sports_api_transfers
2022,46055565,Osun,Osunniyi,Osun Osunniyi,C,Center,6-10,185,4.0,0.9,0.9,,45.0,,5.0,2.0,Immediate,,Committed,T,2022-04-28T20:11:00Z,,St. Bonaventure,24322,/college/saint-bonaventure,Iowa State,24021.0,/college/iowa-state,True,1.0,https://247sports.com/player/osun-osunniyi-46055565/college-273110,https://s3media.247sports.com/Uploads/Assets/121/63/11063121.png,2022-05-16T16:08:44Z,247sports_api_transfers
2022,46094130,Will,Richard,Will Richard,CG,Guard,6-5,195,4.0,0.9,0.9,0.84,46.0,385.0,4.0,4.0,Immediate,,Committed,T,2022-03-22T20:59:00Z,2022-04-09T05:00:00Z,Belmont,24361,/college/belmont,Florida,24099.0,/college/florida,True,1.0,https://247sports.com/player/will-richard-46094130/college-278181,https://s3media.247sports.com/Uploads/Assets/888/989/10989888.jpg,2024-12-28T18:44:35Z,247sports_api_transfers
2022,86029,Courtney,Ramey,Courtney Ramey,PG,Guard,6-3,170,4.0,0.9,0.9,0.97,47.0,34.0,12.0,6.0,Immediate,,Enrolled,T,2022-04-01T00:28:00Z,,Texas,24028,/college/texas,Arizona,24087.0,/college/arizona,True,1.0,https://247sports.com/player/courtney-ramey-86029/college-226559,https://s3media.247sports.com/Uploads/Assets/800/167/10167800.jpg,2022-06-10T19:37:22Z,247sports_api_transfers
2022,46081176,Sean,McNeil,Sean McNeil,SG,Guard,6-4,190,3.0,0.89,0.89,0.87,48.0,426.0,10.0,2.0,Immediate,,Enrolled,T,2022-03-28T17:56:00Z,,West Virginia,24038,/college/west-virginia,Ohio State,24046.0,/college/ohio-state,True,1.0,https://247sports.com/player/sean-mcneil-46081176/college-238983,https://s3media.247sports.com/Uploads/Assets/101/415/11415101.jpeg,2022-04-24T22:02:19Z,247sports_api_transfers
2022,46131493,Jaylan,Gainey,Jaylan Gainey,PF,Forward,6-9,220,3.0,0.89,0.89,,49.0,,7.0,1.0,Immediate,,Enrolled,T,2022-03-08T18:04:00Z,,Brown,24163,/college/brown,Florida State,24010.0,/college/florida-state,True,1.0,https://247sports.com/player/jaylan-gainey-46131493/college-277585,https://s3media.247sports.com/Uploads/Assets/548/961/10961548.jpg,2022-04-01T00:29:31Z,247sports_api_transfers
2022,46131831,Camren,Wynter,Camren Wynter,PG,Guard,6-2,185,3.0,0.89,0.89,,50.0,,13.0,1.0,Immediate,,Enrolled,T,2022-03-16T19:53:00Z,,Drexel,24330,/college/drexel,Penn State,24047.0,/college/penn-state,True,1.0,https://247sports.com/player/camren-wynter-46131831/college-278006,https://s3media.247sports.com/Uploads/Assets/83/978/10978083.jpg,2022-04-14T17:36:07Z,247sports_api_transfers
2022,46055567,DaShawn,Davis,DaShawn Davis,SG,Guard,6-3,180,3.0,0.89,0.89,0.87,51.0,266.0,11.0,2.0,Immediate,,Enrolled,T,2022-03-25T15:36:00Z,,Oregon State,24091,/college/oregon-state,Mississippi State,24104.0,/college/mississippi-state,True,1.0,https://247sports.com/player/dashawn-davis-46055567/college-278307,https://s3media.247sports.com/Uploads/Assets/836/995/10995836.jpg,2022-04-10T19:16:44Z,247sports_api_transfers
2022,46086130,Corey,Floyd Jr.,Corey Floyd Jr.,CG,Guard,6-4,190,3.0,0.89,0.89,0.91,52.0,100.0,5.0,1.0,Immediate,,Enrolled,T,2022-04-12T14:53:00Z,,UConn,24032,/college/connecticut,Providence,24308.0,/college/providence,True,1.0,https://247sports.com/player/corey-floyd-jr-46086130/college-273113,https://s3media.247sports.com/Uploads/Assets/391/34/11034391.jpg,2022-04-25T15:44:31Z,247sports_api_transfers
2022,46100917,Umoja,Gibson,Umoja Gibson,CG,Guard,6-1,168,3.0,0.89,0.89,,53.0,,6.0,1.0,Immediate,,Enrolled,T,2022-04-27T20:38:00Z,,Oklahoma,24026,/college/oklahoma,DePaul,24329.0,/college/depaul,True,1.0,https://247sports.com/player/umoja-gibson-46100917/college-258824,https://s3media.247sports.com/Uploads/Assets/173/63/11063173.jpg,2022-05-21T13:25:37Z,247sports_api_transfers
2022,46048961,Keeshawn,Barthelemy,Keeshawn Barthelemy,PG,Guard,6-2,170,3.0,0.89,0.89,0.91,54.0,116.0,14.0,1.0,Immediate,,Enrolled,T,2022-03-29T18:28:00Z,,Colorado,24020,/college/colorado,Oregon,24090.0,/college/oregon,True,1.0,https://247sports.com/player/keeshawn-barthelemy-46048961/college-243295,https://s3media.247sports.com/Uploads/Assets/657/4/11004657.jpg,2022-04-19T15:34:35Z,247sports_api_transfers
2022,46035735,Isaac,Likekele,Isaac Likekele,PG,Guard,6-4,205,3.0,0.89,0.89,0.88,55.0,236.0,15.0,2.0,Immediate,,Enrolled,T,2022-04-26T20:38:00Z,,Oklahoma State,24027,/college/oklahoma-state,Ohio State,24046.0,/college/ohio-state,True,1.0,https://247sports.com/player/isaac-likekele-46035735/college-221735,https://s3media.247sports.com/Uploads/Assets/194/320/9320194.jpg,2022-05-04T16:26:08Z,247sports_api_transfers
2022,46058970,Frankie,Collins,Frankie Collins,PG,Guard,6-1,180,3.0,0.89,0.89,0.95,56.0,53.0,16.0,1.0,Immediate,,Enrolled,T,2022-04-30T05:00:00Z,,Michigan,24042,/college/michigan,Arizona State,24088.0,/college/arizona-state,True,1.0,https://247sports.com/player/frankie-collins-46058970/college-272880,https://s3media.247sports.com/Uploads/Assets/935/74/11074935.jpg,2022-05-05T13:32:10Z,247sports_api_transfers
2022,46036566,Tanner,Holden,Tanner Holden,SF,Forward,6-6,170,3.0,0.89,0.89,,57.0,,12.0,2.0,Immediate,,Enrolled,T,2022-03-29T15:34:00Z,,Wright State,24341,/college/wright-state,Ohio State,24046.0,/college/ohio-state,True,1.0,https://247sports.com/player/tanner-holden-46036566/college-278603,https://s3media.247sports.com/Uploads/Assets/133/415/11415133.jpeg,2023-04-26T20:15:55Z,247sports_api_transfers
2022,46114768,Terry,Roberts,Terry Roberts,CG,Guard,6-3,180,3.0,0.89,0.89,,58.0,,7.0,5.0,Immediate,,Enrolled,T,2022-03-25T16:26:00Z,,Bradley,24342,/college/bradley,Georgia,24100.0,/college/georgia,True,1.0,https://247sports.com/player/terry-roberts-46114768/college-278375,https://s3media.247sports.com/Uploads/Assets/147/2/11002147.jpg,2022-04-19T12:30:34Z,247sports_api_transfers
2022,46035894,Landers,Nolley,Landers Nolley,SF,Forward,6-7,195,3.0,0.89,0.89,0.94,59.0,68.0,13.0,5.0,Immediate,,Enrolled,T,2022-04-02T15:16:00Z,,Memphis,24053,/college/memphis,Cincinnati,24031.0,/college/cincinnati,True,1.0,https://247sports.com/player/landers-nolley-46035894/college-278740,https://s3media.247sports.com/Uploads/Assets/890/16/11016890.jpeg,2022-04-27T22:26:54Z,247sports_api_transfers
2022,93799,Desmond,Cambridge,Desmond Cambridge,SG,Guard,6-4,175,3.0,0.89,0.89,,60.0,,12.0,2.0,Immediate,,Enrolled,T,2022-03-24T02:10:00Z,,Nevada,24122,/college/nevada,Arizona State,24088.0,/college/arizona-state,True,1.0,https://247sports.com/player/desmond-cambridge-93799/college-278262,https://s3media.247sports.com/Uploads/Assets/893/992/10992893.png,2022-04-01T01:11:46Z,247sports_api_transfers
