player.key,player.firstName,player.lastName,player.avatar,player.transferDate,player.transferRating,player.highSchoolRating,player.rating,player.starRating,player.transferRank,player.highSchoolRank,player.rank,player.rankTrend,player.institutionStatus,player.position,player.positionKey,player.eligibility.type,player.eligibility.years,player.stateRank,player.status,player.statusDate,player.transfer.source.institution,player.transfer.source.institutionKey,player.transfer.source.logo,player.transfer.source.defaultAsset,player.transfer.source.alternateAsset,player.transfer.source.lightAsset,player.transfer.source.institutionRootPath,player.transfer.destination,player.positionGroupKey,player.positionGroupName,player.positionRank,player.lastUpdateDate,player.transferCommitDateTime,player.weight,player.height,player.playerProfileUrl,player.startDate,player.endDate,year
75462,Joey,Hauser,https://s3media.247sports.com/Uploads/Assets/673/635/4635673.jpg,2019-05-28T17:37:00Z,,0.96,0.96,4.0,,50.0,50.0,,HS,SF,33,SittingOne,,2.0,Committed,2019-05-28T17:37:00Z,Marquette,24315,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://247sports.com/college/marquette,"[{'percentage': 0, 'transferred': True, 'institution': 'Michigan State', 'institutionKey': 24043, 'logo': 'https://s3media.247sports.com/Uploads/Assets/397/617/12617397.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/993/624/12624993.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/397/617/12617397.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/993/624/12624993.png', 'institutionRootPath': 'https://247sports.com/college/michigan-state'}]",10,Forward,8.0,2025-01-11T06:16:38Z,,230,6-9,https://247sports.com/player/joey-hauser-75462/college-225840,2018-01-01T06:00:00Z,2019-05-01T17:38:00Z,2019
22511,Seventh,Woods,https://s3media.247sports.com/Uploads/Assets/949/773/7773949.jpg,2019-06-07T19:04:00Z,,0.94,0.94,4.0,,59.0,59.0,,HS,PG,31,TBD,,1.0,Committed,2019-06-07T19:04:00Z,North Carolina,24014,https://s3media.247sports.com/Uploads/Assets/837/616/12616837.png,https://s3media.247sports.com/Uploads/Assets/602/120/8120602.png,https://s3media.247sports.com/Uploads/Assets/837/616/12616837.png,https://s3media.247sports.com/Uploads/Assets/832/616/12616832.png,https://247sports.com/college/north-carolina,"[{'percentage': 0, 'transferred': True, 'institution': 'South Carolina', 'institutionKey': 24105, 'logo': 'https://s3media.247sports.com/Uploads/Assets/574/543/12543574.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/574/543/12543574.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/574/543/12543574.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/574/543/12543574.png', 'institutionRootPath': 'https://247sports.com/college/south-carolina'}]",9,Guard,8.0,2025-01-11T06:16:38Z,,185,6-1,https://247sports.com/player/seventh-woods-22511/college-179756,2016-06-14T12:59:00Z,2019-05-31T15:05:00Z,2019
94564,Cormac,Ryan,https://s3media.247sports.com/Uploads/Assets/637/295/5295637.png,2019-06-28T17:18:00Z,,0.95,0.95,4.0,,61.0,61.0,,HS,SG,32,Immediate,,3.0,Committed,2019-06-28T17:18:00Z,Stanford,24092,https://s3media.247sports.com/Uploads/Assets/164/617/12617164.png,https://s3media.247sports.com/Uploads/Assets/954/472/8472954.png,https://s3media.247sports.com/Uploads/Assets/164/617/12617164.png,https://s3media.247sports.com/Uploads/Assets/163/617/12617163.png,https://247sports.com/college/stanford,"[{'percentage': 0, 'transferred': True, 'institution': 'Notre Dame', 'institutionKey': 24064, 'logo': 'https://s3media.247sports.com/Uploads/Assets/882/542/12542882.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/881/542/12542881.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/882/542/12542882.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/882/542/12542882.png', 'institutionRootPath': 'https://247sports.com/college/notre-dame'}]",9,Guard,8.0,2025-01-11T06:16:38Z,2019-06-28T17:18:00Z,175,6-5,https://247sports.com/player/cormac-ryan-94564/college-221806,2018-06-10T21:29:00Z,2019-05-27T16:57:00Z,2019
85031,Jemarl,Baker,https://s3media.247sports.com/Uploads/Assets/25/93/9093025.jpg,2019-05-14T18:38:00Z,,0.93,0.93,4.0,,90.0,90.0,,HS,SG,32,TBD,,11.0,Committed,2019-05-14T18:38:00Z,Kentucky,24101,https://s3media.247sports.com/Uploads/Assets/427/617/12617427.png,https://s3media.247sports.com/Uploads/Assets/430/617/12617430.png,https://s3media.247sports.com/Uploads/Assets/427/617/12617427.png,https://s3media.247sports.com/Uploads/Assets/430/617/12617430.png,https://247sports.com/college/kentucky,"[{'percentage': 0, 'transferred': True, 'institution': 'Arizona', 'institutionKey': 24087, 'logo': 'https://s3media.247sports.com/Uploads/Assets/925/542/12542925.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/925/542/12542925.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/925/542/12542925.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/925/542/12542925.png', 'institutionRootPath': 'https://247sports.com/college/arizona'}]",9,Guard,15.0,2025-01-11T06:16:38Z,,185,6-4,https://247sports.com/player/jemarl-baker-85031/college-208993,2017-06-01T21:24:00Z,2019-05-01T18:39:00Z,2019
46038860,Shakur,Juiston,https://s3media.247sports.com/Uploads/Assets/535/113/5113535.jpg,2019-07-23T22:15:00Z,,0.93,0.93,4.0,,91.0,91.0,,HS,SF,33,Immediate,,1.0,Committed,2019-07-23T22:15:00Z,UNLV,24084,https://s3media.247sports.com/Uploads/Assets/926/549/12549926.png,https://s3media.247sports.com/Uploads/Assets/927/549/12549927.png,https://s3media.247sports.com/Uploads/Assets/926/549/12549926.png,https://s3media.247sports.com/Uploads/Assets/22/870/9870022.png,https://247sports.com/college/unlv,"[{'percentage': 0, 'transferred': True, 'institution': 'Oregon', 'institutionKey': 24090, 'logo': 'https://s3media.247sports.com/Uploads/Assets/58/543/12543058.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/56/543/12543056.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/58/543/12543058.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/1/553/12553001.png', 'institutionRootPath': 'https://247sports.com/college/oregon'}]",10,Forward,1.0,2025-01-11T06:16:38Z,,215,6-7,https://247sports.com/player/shakur-juiston-46038860/college-209170,2015-11-10T06:00:00Z,2019-07-23T22:13:00Z,2019
46049719,Uros,Plavsic,https://s3media.247sports.com/Uploads/Assets/212/897/7897212.jpg,2019-05-17T05:56:00Z,,0.91,0.91,4.0,,122.0,122.0,,HS,C,35,PendingAppeal,,2.0,Committed,2019-05-17T05:56:00Z,Arizona State,24088,https://s3media.247sports.com/Uploads/Assets/836/696/12696836.png,https://s3media.247sports.com/Uploads/Assets/888/472/8472888.png,https://s3media.247sports.com/Uploads/Assets/836/696/12696836.png,https://s3media.247sports.com/Uploads/Assets/890/472/8472890.png,https://247sports.com/college/arizona-state,"[{'percentage': 0, 'transferred': True, 'institution': 'Tennessee', 'institutionKey': 24106, 'logo': 'https://s3media.247sports.com/Uploads/Assets/469/617/12617469.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/587/290/12290587.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/469/617/12617469.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/999/544/12544999.png', 'institutionRootPath': 'https://247sports.com/college/tennessee'}]",11,Center,16.0,2025-01-11T06:16:38Z,,240,7-1,https://247sports.com/player/uros-plavsic-46049719/college-226576,2018-06-01T19:34:00Z,2019-05-02T01:32:00Z,2019
31242,Sam,Hauser,https://s3media.247sports.com/Uploads/Assets/287/571/3571287.jpg,2019-05-28T17:37:00Z,,0.9,0.9,4.0,,124.0,124.0,,HS,SF,33,SittingOne,,2.0,Committed,2019-05-28T17:37:00Z,Marquette,24315,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://s3media.247sports.com/Uploads/Assets/893/620/12620893.png,https://247sports.com/college/marquette,"[{'percentage': 0, 'transferred': True, 'institution': 'Virginia', 'institutionKey': 24016, 'logo': 'https://s3media.247sports.com/Uploads/Assets/798/579/13579798.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/798/579/13579798.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/798/579/13579798.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/798/579/13579798.png', 'institutionRootPath': 'https://247sports.com/college/virginia'}]",10,Forward,23.0,2025-01-11T06:16:38Z,,225,6-8,https://247sports.com/player/sam-hauser-31242/college-185217,2016-09-25T05:00:00Z,2019-05-01T17:39:00Z,2019
84365,Antwann,Jones,https://s3media.247sports.com/Uploads/Assets/716/635/4635716.jpg,2019-04-26T05:00:00Z,,0.9,0.9,4.0,,127.0,127.0,,HS,SG,32,SittingOne,,12.0,Entered,2019-04-26T05:00:00Z,Memphis,24053,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://s3media.247sports.com/Uploads/Assets/309/544/12544309.png,https://247sports.com/college/memphis,"[{'percentage': 0, 'transferred': True, 'institution': 'Creighton', 'institutionKey': 24343, 'logo': 'https://s3media.247sports.com/Uploads/Assets/30/284/10284030.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/30/284/10284030.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/30/284/10284030.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/34/284/10284034.png', 'institutionRootPath': 'https://247sports.com/college/creighton'}]",9,Guard,24.0,2025-01-11T06:16:38Z,2019-04-26T05:00:00Z,205,6-6,https://247sports.com/player/antwann-jones-84365/college-226802,2018-06-01T15:41:00Z,2019-04-09T05:00:00Z,2019
94623,Keyshawn,Embery,https://s3media.247sports.com/Uploads/Assets/289/429/7429289.jpg,2019-04-01T19:55:00Z,,0.9,0.9,4.0,,130.0,130.0,,HS,PG,31,TBD,,13.0,Committed,2019-04-01T19:55:00Z,Arkansas,24097,https://s3media.247sports.com/Uploads/Assets/186/617/12617186.png,https://s3media.247sports.com/Uploads/Assets/672/698/9698672.png,https://s3media.247sports.com/Uploads/Assets/186/617/12617186.png,https://s3media.247sports.com/Uploads/Assets/185/617/12617185.png,https://247sports.com/college/arkansas,"[{'percentage': 0, 'transferred': True, 'institution': 'Tulsa', 'institutionKey': 24058, 'logo': 'https://s3media.247sports.com/Uploads/Assets/844/965/11965844.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/844/965/11965844.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/844/965/11965844.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/844/965/11965844.png', 'institutionRootPath': 'https://247sports.com/college/tulsa'}]",9,Guard,19.0,2025-01-11T06:16:38Z,,175,6-3,https://247sports.com/player/keyshawn-embery-94623/college-221878,2018-06-10T15:47:00Z,2019-05-01T19:53:00Z,2019
45572468,Jake,Forrester,https://s3media.247sports.com/Uploads/Assets/729/617/7617729.jpg,2019-04-23T14:49:00Z,,0.9,0.9,4.0,,143.0,143.0,,HS,PF,34,Immediate,,3.0,Committed,2019-04-23T14:49:00Z,Indiana,24040,https://s3media.247sports.com/Uploads/Assets/342/617/12617342.png,https://s3media.247sports.com/Uploads/Assets/345/617/12617345.png,https://s3media.247sports.com/Uploads/Assets/342/617/12617342.png,https://s3media.247sports.com/Uploads/Assets/345/617/12617345.png,https://247sports.com/college/indiana,"[{'percentage': 0, 'transferred': True, 'institution': 'Temple', 'institutionKey': 24075, 'logo': 'https://s3media.247sports.com/Uploads/Assets/447/617/12617447.png', 'defaultAsset': 'https://s3media.247sports.com/Uploads/Assets/449/617/12617449.png', 'alternateAsset': 'https://s3media.247sports.com/Uploads/Assets/447/617/12617447.png', 'lightAsset': 'https://s3media.247sports.com/Uploads/Assets/449/617/12617449.png', 'institutionRootPath': 'https://247sports.com/college/temple'}]",10,Forward,26.0,2025-01-11T06:16:38Z,,215,6-8,https://247sports.com/player/jake-forrester-45572468/college-225239,2018-06-01T05:00:00Z,2019-04-24T03:04:00Z,2019
