number,value,params_bagging_temperature,params_border_count,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,params_min_data_in_leaf,params_od_wait,params_random_strength,user_attrs_best_iteration,user_attrs_valid_corr,user_attrs_valid_mae,user_attrs_valid_r2,user_attrs_valid_rmse,user_attrs_valid_spearman_corr,user_attrs_valid_weighted_rmse_diagnostic_only,state
0,1.9907947821156304,1.5599452033620265,64,7,1311,10.401663679887308,0.10260217747726169,1,244,1.5601864044243652,27,0.5545715968176127,1.5664912442851595,0.2870644625287405,1.9907947821156304,0.4518280624418953,2.0258525228970736,COMPLETE
1,1.9869248494370302,5.247564316322379,128,4,2548,2.0492680115417348,0.009818447719078614,12,123,3.0424224295953772,325,0.5576435157292349,1.5664091563140947,0.2898335383955467,1.9869248494370302,0.46541304383229926,2.018938633647641,COMPLETE
2,1.9796173281444371,0.46450412719997725,254,4,1531,7.475992999956503,0.060628760975110135,39,212,5.924145688620425,80,0.5603255439784146,1.5602942790390375,0.2950476394256363,1.9796173281444371,0.4762678474520639,2.0108115825692665,COMPLETE
3,1.997569080042651,4.951769101112702,64,7,1122,5.595074635794794,0.006819902315213207,13,154,1.2203823484477883,380,0.5510687957026107,1.5757304061936817,0.28220423791020977,1.997569080042651,0.4579231130578502,2.0305657367577945,COMPLETE
4,1.989940037766772,8.948273504276488,64,8,1776,20.74566765675251,0.008997217140167088,2,115,9.394989415641891,679,0.5559416534747689,1.5697942083794734,0.2876765264236282,1.989940037766772,0.4508485341011663,2.021146968093702,COMPLETE
5,1.9944328368101465,5.426960831582485,254,7,1349,4.037506188440754,0.011843743366810626,31,89,2.8093450968738076,290,0.5527661344557637,1.5735466384487904,0.2844563902007269,1.9944328368101465,0.45410675637091086,2.026462022146239,COMPLETE
6,1.9838012364805988,0.7404465173409036,128,7,314,17.320535358459537,0.06675426755440242,14,62,7.712703466859457,72,0.5617838449536353,1.5674985952657408,0.2920646660558682,1.9838012364805988,0.46914871904032185,2.0151939247501933,COMPLETE
7,1.988940406933685,4.722149251619493,128,7,1139,12.111307195599325,0.0140537324396345,31,149,8.872127425763265,599,0.5544687681834944,1.570390950525866,0.2883920069353937,1.988940406933685,0.449615905990421,2.019831908347423,COMPLETE
8,1.9982461780203697,6.364104112637804,128,3,1711,1.5251209898002924,0.01945659881967145,17,201,0.3142918568673425,122,0.5506185613649139,1.5743245395060455,0.2817175459260758,1.9982461780203697,0.4698232761540001,2.032092343697708,COMPLETE
9,1.9849435428385105,8.08120379564417,64,4,917,1.8789279685460507,0.006385847474975015,36,158,9.29697652342573,889,0.5587677191691205,1.5644018772234316,0.29124914901351284,1.9849435428385105,0.46060352171327973,2.0159295554778907,COMPLETE
