"TeamId","Team","Conference","IdHash","Athletes[0] Id","Athletes[0] Name","Athletes[1] Id","Athletes[1] Name","Athletes[2] Id","Athletes[2] Name","Athletes[3] Id","Athletes[3] Name","Athletes[4] Id","Athletes[4] Name","TotalSeconds","Pace","OffenseRating","DefenseRating","NetRating","TeamStats Points","TeamStats Possessions","TeamStats Assists","TeamStats Steals","TeamStats Turnovers","TeamStats Blocks","TeamStats DefensiveRebounds","TeamStats OffensiveRebounds","TeamStats TrueShooting","TeamStats FieldGoals Made","TeamStats FieldGoals Attempted","TeamStats FieldGoals Pct","TeamStats FreeThrows Made","TeamStats FreeThrows Attempted","TeamStats FreeThrows Pct","TeamStats TwoPointers Made","TeamStats TwoPointers Attempted","TeamStats TwoPointers Pct","TeamStats TwoPointers TipIns Made","TeamStats TwoPointers TipIns Attempted","TeamStats TwoPointers TipIns Pct","TeamStats TwoPointers Dunks Made","TeamStats TwoPointers Dunks Attempted","TeamStats TwoPointers Dunks Pct","TeamStats TwoPointers Layups Made","TeamStats TwoPointers Layups Attempted","TeamStats TwoPointers Layups Pct","TeamStats TwoPointers Jumpers Made","TeamStats TwoPointers Jumpers Attempted","TeamStats TwoPointers Jumpers Pct","TeamStats ThreePointers Made","TeamStats ThreePointers Attempted","TeamStats ThreePointers Pct","TeamStats FourFactors EffectiveFieldGoalPct","TeamStats FourFactors TurnoverRatio","TeamStats FourFactors OffensiveReboundPct","TeamStats FourFactors FreeThrowRate","OpponentStats Points","OpponentStats Possessions","OpponentStats Assists","OpponentStats Steals","OpponentStats Turnovers","OpponentStats Blocks","OpponentStats DefensiveRebounds","OpponentStats OffensiveRebounds","OpponentStats TrueShooting","OpponentStats FieldGoals Made","OpponentStats FieldGoals Attempted","OpponentStats FieldGoals Pct","OpponentStats FreeThrows Made","OpponentStats FreeThrows Attempted","OpponentStats FreeThrows Pct","OpponentStats TwoPointers Made","OpponentStats TwoPointers Attempted","OpponentStats TwoPointers Pct","OpponentStats TwoPointers TipIns Made","OpponentStats TwoPointers TipIns Attempted","OpponentStats TwoPointers TipIns Pct","OpponentStats TwoPointers Dunks Made","OpponentStats TwoPointers Dunks Attempted","OpponentStats TwoPointers Dunks Pct","OpponentStats TwoPointers Layups Made","OpponentStats TwoPointers Layups Attempted","OpponentStats TwoPointers Layups Pct","OpponentStats TwoPointers Jumpers Made","OpponentStats TwoPointers Jumpers Attempted","OpponentStats TwoPointers Jumpers Pct","OpponentStats ThreePointers Made","OpponentStats ThreePointers Attempted","OpponentStats ThreePointers Pct","OpponentStats FourFactors EffectiveFieldGoalPct","OpponentStats FourFactors TurnoverRatio","OpponentStats FourFactors OffensiveReboundPct","OpponentStats FourFactors FreeThrowRate"
"16","Auburn","SEC","9-15-198094-198098-198110","9","Tahaad Pettiford","15","Blake Muschalek","198094","Elyjah Freeman","198098","Filip Jović","198110","Sebastian Williams-Adams","381","66.1","200","81.3","118.8","10","5","1","3","2","0","1","0","55.1","2","6","33.3","6","7","85.7","2","4","50","0","0","0","1","2","50","1","2","50","0","0","0","0","2","0","33.3","0.4","0","116.7","13","16","2","2","7","1","4","2","73.2","5","8","62.5","2","2","100","4","7","57.1","0","0","0","1","1","100","2","4","50","1","2","50","1","1","100","68.8","0.44","33.3","25"
"16","Auburn","SEC","9-15-334-198094-198098","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","198094","Elyjah Freeman","198098","Filip Jović","375","57.6","200","150","50","20","10","3","2","1","2","2","1","85","7","10","70","4","4","100","5","5","100","1","1","100","1","1","100","2","2","100","1","1","100","2","5","40","80","0.1","33.3","40","12","8","1","1","2","1","2","2","55.8","4","9","44.4","3","4","75","3","7","42.9","1","2","50","0","0","0","2","5","40","0","0","0","1","2","50","50","0.25","100","44.4"
"16","Auburn","SEC","9-334-198094-198099-198110","9","Tahaad Pettiford","334","Keyshawn Hall","198094","Elyjah Freeman","198099","Kaden Magwood","198110","Sebastian Williams-Adams","368","62","154.5","150","4.5","17","11","5","2","1","0","4","2","69.7","6","10","60","4","5","80","5","6","83.3","1","1","100","3","3","100","1","2","50","0","0","0","1","4","25","65","0.09","33.3","50","12","8","2","1","2","0","2","0","64.4","4","8","50","2","3","66.7","2","4","50","0","0","0","0","0","0","2","3","66.7","0","1","0","2","4","50","62.5","0.25","0","37.5"
"16","Auburn","SEC","334-198094-198098-198099-198110","334","Keyshawn Hall","198094","Elyjah Freeman","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","365","59.2","216.7","66.7","150","13","6","1","3","1","1","4","6","45.5","1","9","11.1","10","12","83.3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","8","12.5","16.7","0.17","100","133.3","8","12","0","1","5","1","4","3","42.9","3","8","37.5","2","3","66.7","3","6","50","1","1","100","0","0","0","0","1","0","2","4","50","0","2","0","37.5","0.42","42.9","37.5"
"16","Auburn","SEC","334-4154-7583-198098-198099","334","Keyshawn Hall","4154","KeShawn Murphy","7583","Kevin Overton","198098","Filip Jović","198099","Kaden Magwood","360","60","114.3","172.7","-58.4","8","7","0","1","2","0","2","2","45","3","8","37.5","1","2","50","2","5","40","0","0","0","0","0","0","0","0","0","2","5","40","1","3","33.3","43.8","0.29","100","25","19","11","2","1","1","0","3","1","87.3","7","10","70","2","2","100","4","6","66.7","0","0","0","0","0","0","2","3","66.7","2","3","66.7","3","4","75","85","0.09","33.3","20"
"16","Auburn","SEC","9-15-334-4154-198094","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","4154","KeShawn Murphy","198094","Elyjah Freeman","350","51.4","112.5","128.6","-16.1","9","8","0","1","2","1","3","4","41.4","3","10","30","1","2","50","1","5","20","0","1","0","0","0","0","1","3","33.3","0","1","0","2","5","40","40","0.25","57.1","20","9","7","0","1","1","1","3","1","65.4","3","6","50","2","2","100","2","5","40","1","1","100","0","0","0","1","3","33.3","0","1","0","1","1","100","58.3","0.14","33.3","33.3"
"16","Auburn","SEC","9-15-4154-198094-198110","9","Tahaad Pettiford","15","Blake Muschalek","4154","KeShawn Murphy","198094","Elyjah Freeman","198110","Sebastian Williams-Adams","338","67.5","100","120","-20","9","9","0","1","2","1","4","2","50.7","3","8","37.5","1","2","50","1","3","33.3","0","1","0","0","0","0","1","1","100","0","1","0","2","5","40","50","0.22","33.3","25","12","10","2","2","2","0","3","1","66.7","5","9","55.6","0","0","0","3","6","50","1","1","100","0","0","0","2","4","50","0","1","0","2","3","66.7","66.7","0.2","33.3","0"
"16","Auburn","SEC","9-334-198098-198108-198110","9","Tahaad Pettiford","334","Keyshawn Hall","198098","Filip Jović","198108","Simon Walker","198110","Sebastian Williams-Adams","330","61.8","111.1","100","11.1","10","9","2","0","1","0","4","2","50.6","4","9","44.4","1","2","50","3","4","75","0","0","0","1","1","100","0","1","0","2","2","100","1","5","20","50","0.11","33.3","22.2","8","8","2","1","0","0","4","2","40","4","10","40","0","0","0","4","8","50","0","0","0","0","0","0","3","4","75","1","4","25","0","2","0","40","0","33.3","0"
"16","Auburn","SEC","9-198091-198094-198098-198110","9","Tahaad Pettiford","198091","Abdul Bashir","198094","Elyjah Freeman","198098","Filip Jović","198110","Sebastian Williams-Adams","323","63.2","100","111.1","-11.1","8","8","1","1","3","0","2","1","58.1","3","6","50","2","2","100","3","3","100","1","1","100","0","0","0","2","2","100","0","0","0","0","3","0","50","0.38","33.3","33.3","10","9","2","2","2","0","2","0","55.6","5","9","55.6","0","0","0","5","7","71.4","0","0","0","1","1","100","3","4","75","1","2","50","0","2","0","55.6","0.22","0","0"
"16","Auburn","SEC","9-334-4154-198099-198110","9","Tahaad Pettiford","334","Keyshawn Hall","4154","KeShawn Murphy","198099","Kaden Magwood","198110","Sebastian Williams-Adams","317","64.4","180","100","80","9","5","1","1","1","1","1","1","50.7","3","8","37.5","2","2","100","2","3","66.7","0","0","0","1","1","100","1","1","100","0","1","0","1","5","20","43.8","0.2","100","25","12","12","3","1","2","0","4","3","60","6","10","60","0","0","0","6","8","75","2","2","100","0","0","0","3","5","60","1","1","100","0","2","0","60","0.17","42.9","0"
"16","Auburn","SEC","15-334-4154-7583-198094","15","Blake Muschalek","334","Keyshawn Hall","4154","KeShawn Murphy","7583","Kevin Overton","198094","Elyjah Freeman","301","63.8","158.3","200","-41.7","19","12","2","3","2","1","3","1","97.3","7","8","87.5","4","4","100","6","6","100","0","0","0","0","0","0","5","5","100","1","1","100","1","2","50","93.8","0.17","33.3","50","8","4","1","1","3","1","0","2","46.9","1","5","20","5","8","62.5","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","1","3","33.3","30","0.75","100","160"
"16","Auburn","SEC","9-4154-7583-198108-198110","9","Tahaad Pettiford","4154","KeShawn Murphy","7583","Kevin Overton","198108","Simon Walker","198110","Sebastian Williams-Adams","297","52.5","187.5","160","27.5","15","8","0","0","0","0","3","3","69.7","5","9","55.6","4","4","100","4","7","57.1","2","2","100","0","0","0","0","2","0","2","3","66.7","1","2","50","61.1","0","100","44.4","8","5","2","0","1","0","1","0","57.1","3","7","42.9","0","0","0","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","2","6","33.3","57.1","0.2","0","0"
"16","Auburn","SEC","9-15-334-7583-198098","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","7583","Kevin Overton","198098","Filip Jović","295","61","250","157.1","92.9","20","8","2","2","0","1","1","0","107.3","7","8","87.5","3","3","100","4","4","100","0","0","0","1","1","100","1","1","100","2","2","100","3","4","75","106.3","0","0","37.5","11","7","2","0","2","0","1","3","55.7","4","9","44.4","2","2","100","3","6","50","0","1","0","0","0","0","2","3","66.7","1","2","50","1","3","33.3","50","0.29","100","22.2"
"16","Auburn","SEC","15-198098-198099-198108-198110","15","Blake Muschalek","198098","Filip Jović","198099","Kaden Magwood","198108","Simon Walker","198110","Sebastian Williams-Adams","275","52.4","110","200","-90","11","10","2","0","1","0","6","0","97.5","3","3","100","4","6","66.7","2","2","100","0","0","0","1","1","100","1","1","100","0","0","0","1","1","100","116.7","0.1","0","200","4","2","1","0","0","0","1","2","20.2","1","9","11.1","1","2","50","0","5","0","0","1","0","0","1","0","0","1","0","0","2","0","1","4","25","16.7","0","66.7","22.2"
"16","Auburn","SEC","9-334-4154-198108-198110","9","Tahaad Pettiford","334","Keyshawn Hall","4154","KeShawn Murphy","198108","Simon Walker","198110","Sebastian Williams-Adams","269","49.1","233.3","187.5","45.8","7","3","1","0","1","1","0","1","60.8","2","4","50","1","4","25","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","2","2","100","75","0.33","100","100","15","8","1","1","0","0","3","4","69.7","5","9","55.6","4","4","100","4","5","80","0","0","0","1","1","100","3","4","75","0","0","0","1","4","25","61.1","0","57.1","44.4"
"16","Auburn","SEC","9-15-334-7583-198110","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","7583","Kevin Overton","198110","Sebastian Williams-Adams","266","58.6","100","83.3","16.7","7","7","1","1","1","1","4","1","51.8","2","5","40","2","4","50","1","2","50","0","0","0","0","0","0","0","1","0","1","1","100","1","3","33.3","50","0.14","20","80","5","6","2","1","1","0","3","1","31.7","2","7","28.6","1","2","50","2","5","40","0","0","0","0","0","0","2","3","66.7","0","2","0","0","2","0","28.6","0.17","33.3","28.6"
"16","Auburn","SEC","15-4154-7583-198098-198110","15","Blake Muschalek","4154","KeShawn Murphy","7583","Kevin Overton","198098","Filip Jović","198110","Sebastian Williams-Adams","264","63.6","250","100","150","10","4","1","4","1","0","0","1","61","3","6","50","4","5","80","3","3","100","1","1","100","0","0","0","1","1","100","1","1","100","0","3","0","50","0.25","100","83.3","10","10","3","0","4","0","3","0","128.9","3","3","100","1","2","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","100","150","0.4","0","66.7"
"16","Auburn","SEC","15-198098-198099-198102-198108","15","Blake Muschalek","198098","Filip Jović","198099","Kaden Magwood","198102","Emeka Opurum","198108","Simon Walker","257","51.4","200","180","20","12","6","3","0","0","1","1","3","60","5","10","50","0","0","0","3","4","75","0","1","0","0","0","0","3","3","100","0","0","0","2","6","33.3","60","0","100","0","9","5","0","0","2","0","2","4","50.2","1","5","20","7","9","77.8","1","3","33.3","1","1","100","0","0","0","0","2","0","0","0","0","0","2","0","20","0.4","66.7","180"
"16","Auburn","SEC","15-4154-7583-198094-198110","15","Blake Muschalek","4154","KeShawn Murphy","7583","Kevin Overton","198094","Elyjah Freeman","198110","Sebastian Williams-Adams","247","38.9","400","200","200","8","2","1","0","0","0","0","1","64.5","2","4","50","3","5","60","1","3","33.3","0","0","0","0","0","0","1","2","50","0","1","0","1","1","100","62.5","0","100","125","12","6","2","0","1","0","1","1","102","4","5","80","1","2","50","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","3","4","75","110","0.17","100","40"
"16","Auburn","SEC","9-15-334-198091-198102","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","198091","Abdul Bashir","198102","Emeka Opurum","237","45.6","333.3","133.3","200","10","3","1","1","0","1","1","2","57.9","2","6","33.3","5","6","83.3","1","4","25","1","1","100","0","0","0","0","1","0","0","2","0","1","2","50","41.7","0","66.7","100","8","6","2","0","2","1","2","3","58.1","2","6","33.3","2","2","100","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","2","4","50","50","0.33","100","33.3"
"16","Auburn","SEC","7583-198094-198099-198102-198110","7583","Kevin Overton","198094","Elyjah Freeman","198099","Kaden Magwood","198102","Emeka Opurum","198110","Sebastian Williams-Adams","234","66.7","75","160","-85","6","8","3","1","2","0","3","0","60","3","5","60","0","0","0","3","3","100","0","0","0","2","2","100","0","0","0","1","1","100","0","2","0","60","0.25","0","0","8","5","2","2","2","0","1","0","69.4","2","4","50","3","4","75","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","1","3","33.3","62.5","0.4","0","100"
"16","Auburn","SEC","9-334-198094-198102-198110","9","Tahaad Pettiford","334","Keyshawn Hall","198094","Elyjah Freeman","198102","Emeka Opurum","198110","Sebastian Williams-Adams","226","63.7","214.3","120","94.3","15","7","2","3","0","2","3","2","88","4","5","80","6","8","75","3","3","100","0","0","0","0","0","0","2","2","100","1","1","100","1","2","50","90","0","66.7","160","6","5","1","0","3","0","0","1","50","2","6","33.3","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","2","0","2","3","66.7","50","0.6","100","0"
"16","Auburn","SEC","9-15-7583-198098-198110","9","Tahaad Pettiford","15","Blake Muschalek","7583","Kevin Overton","198098","Filip Jović","198110","Sebastian Williams-Adams","224","58.9","116.7","100","16.7","7","6","1","1","1","1","3","0","71.7","2","4","50","2","2","100","1","3","33.3","0","0","0","1","1","100","0","1","0","0","1","0","1","1","100","62.5","0.17","0","50","5","5","0","0","1","0","2","0","36.3","2","6","33.3","1","2","50","2","5","40","0","0","0","0","0","0","0","1","0","2","4","50","0","1","0","33.3","0.2","0","33.3"
"16","Auburn","SEC","9-334-198094-198098-198108","9","Tahaad Pettiford","334","Keyshawn Hall","198094","Elyjah Freeman","198098","Filip Jović","198108","Simon Walker","224","64.3","171.4","160","11.4","12","7","1","1","1","0","2","1","93.2","4","6","66.7","1","1","100","1","3","33.3","0","1","0","0","0","0","1","2","50","0","0","0","3","3","100","91.7","0.14","33.3","16.7","8","5","1","0","2","1","1","2","48.1","2","7","28.6","3","3","100","1","3","33.3","0","0","0","0","0","0","1","2","50","0","1","0","1","4","25","35.7","0.4","66.7","42.9"
"16","Auburn","SEC","334-198098-198099-198108-198110","334","Keyshawn Hall","198098","Filip Jović","198099","Kaden Magwood","198108","Simon Walker","198110","Sebastian Williams-Adams","223","70","142.9","150","-7.1","10","7","0","0","1","0","3","3","54.3","3","7","42.9","3","5","60","2","6","33.3","0","0","0","0","0","0","2","5","40","0","1","0","1","1","100","50","0.14","100","71.4","9","6","1","1","0","2","3","3","45.5","3","9","33.3","2","2","100","2","5","40","0","0","0","0","1","0","2","4","50","0","0","0","1","4","25","38.9","0","100","22.2"
"16","Auburn","SEC","4154-198094-198098-198099-198108","4154","KeShawn Murphy","198094","Elyjah Freeman","198098","Filip Jović","198099","Kaden Magwood","198108","Simon Walker","216","66.7","150","90","60","3","2","0","0","0","0","2","2","19.6","0","5","0","3","6","50","0","3","0","0","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","0","100","120","9","10","1","0","1","1","5","1","75","4","6","66.7","0","0","0","3","3","100","0","0","0","1","1","100","2","2","100","0","0","0","1","3","33.3","75","0.1","20","0"
"16","Auburn","SEC","9-15-7583-198094-198110","9","Tahaad Pettiford","15","Blake Muschalek","7583","Kevin Overton","198094","Elyjah Freeman","198110","Sebastian Williams-Adams","211","56.9","200","66.7","133.3","8","4","1","1","0","0","2","0","84","2","3","66.7","3","4","75","1","2","50","0","0","0","0","0","0","1","1","100","0","1","0","1","1","100","83.3","0","0","133.3","4","6","0","0","2","0","2","2","33.3","2","6","33.3","0","0","0","2","3","66.7","1","1","100","1","1","100","0","1","0","0","0","0","0","3","0","33.3","0.33","100","0"
"16","Auburn","SEC","9-334-7583-198091-198102","9","Tahaad Pettiford","334","Keyshawn Hall","7583","Kevin Overton","198091","Abdul Bashir","198102","Emeka Opurum","210","80","137.5","66.7","70.8","11","8","4","2","1","1","3","0","85.4","4","6","66.7","1","1","100","2","4","50","0","0","0","0","0","0","2","4","50","0","0","0","2","2","100","83.3","0.13","0","16.7","4","6","2","1","2","1","2","0","40","2","5","40","0","0","0","2","3","66.7","0","0","0","0","0","0","2","3","66.7","0","0","0","0","2","0","40","0.33","0","0"
"16","Auburn","SEC","9-4154-7583-198098-198099","9","Tahaad Pettiford","4154","KeShawn Murphy","7583","Kevin Overton","198098","Filip Jović","198099","Kaden Magwood","206","69.9","166.7","66.7","100","10","6","2","0","0","1","3","1","60.1","3","7","42.9","3","3","100","2","3","66.7","1","1","100","0","0","0","1","1","100","0","1","0","1","4","25","50","0","33.3","42.9","4","6","0","0","2","0","3","2","29.1","1","6","16.7","2","2","100","1","4","25","0","1","0","0","0","0","0","0","0","1","3","33.3","0","2","0","16.7","0.33","66.7","33.3"
"16","Auburn","SEC","15-7583-198094-198098-198110","15","Blake Muschalek","7583","Kevin Overton","198094","Elyjah Freeman","198098","Filip Jović","198110","Sebastian Williams-Adams","205","70.2","100","130","-30","2","2","0","2","1","0","0","0","20","1","5","20","0","0","0","1","5","20","0","0","0","0","1","0","1","2","50","0","2","0","0","0","0","20","0.5","0","0","13","10","3","1","2","2","4","0","133.2","4","4","100","2","2","100","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","3","3","100","137.5","0.2","0","50"
"16","Auburn","SEC","7583-198091-198099-198102-198110","7583","Kevin Overton","198091","Abdul Bashir","198099","Kaden Magwood","198102","Emeka Opurum","198110","Sebastian Williams-Adams","203","59.1","140","180","-40","7","5","0","0","0","1","2","3","37.6","3","8","37.5","1","3","33.3","3","4","75","1","2","50","0","0","0","1","1","100","1","1","100","0","4","0","37.5","0","100","37.5","9","5","0","0","0","0","3","0","78.1","2","4","50","4","4","100","1","2","50","0","0","0","0","0","0","0","1","0","1","1","100","1","2","50","62.5","0","0","100"
"16","Auburn","SEC","9-198094-198098-198108-198110","9","Tahaad Pettiford","198094","Elyjah Freeman","198098","Filip Jović","198108","Simon Walker","198110","Sebastian Williams-Adams","197","60.9","80","60","20","4","5","1","0","0","1","3","5","18.2","2","11","18.2","0","0","0","2","7","28.6","1","4","25","0","0","0","1","3","33.3","0","0","0","0","4","0","18.2","0","71.4","0","3","5","0","0","1","3","3","0","33.8","1","4","25","1","1","100","1","4","25","0","0","0","0","0","0","1","3","33.3","0","1","0","0","0","0","25","0.2","0","25"
"16","Auburn","SEC","15-334-198094-198098-198110","15","Blake Muschalek","334","Keyshawn Hall","198094","Elyjah Freeman","198098","Filip Jović","198110","Sebastian Williams-Adams","196","67.3","83.3","140","-56.7","5","6","0","3","2","0","2","0","86.8","2","2","100","1","2","50","2","2","100","0","0","0","0","0","0","2","2","100","0","0","0","0","0","0","100","0.33","0","100","7","5","1","2","3","0","0","0","65.8","2","4","50","2","3","66.7","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","1","3","33.3","62.5","0.6","0","75"
"16","Auburn","SEC","334-198094-198098-198099-198108","334","Keyshawn Hall","198094","Elyjah Freeman","198098","Filip Jović","198099","Kaden Magwood","198108","Simon Walker","195","55.4","225","120","105","9","4","2","0","0","0","2","0","78.1","2","4","50","3","4","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","50","75","0","0","100","6","5","1","0","0","0","3","0","61.5","2","4","50","2","2","100","2","3","66.7","0","0","0","0","0","0","1","1","100","1","2","50","0","1","0","50","0","0","50"
"16","Auburn","SEC","9-334-198098-198099-198110","9","Tahaad Pettiford","334","Keyshawn Hall","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","193","43.5","166.7","250","-83.3","5","3","1","0","1","0","0","0","83.3","2","3","66.7","0","0","0","1","2","50","0","0","0","0","0","0","0","0","0","1","2","50","1","1","100","83.3","0.33","0","0","10","4","2","0","1","0","1","0","119","2","2","100","5","5","100","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","1","1","100","125","0.25","0","250"
"16","Auburn","SEC","334-4154-7583-198094-198099","334","Keyshawn Hall","4154","KeShawn Murphy","7583","Kevin Overton","198094","Elyjah Freeman","198099","Kaden Magwood","189","88.9","150","50","100","9","6","3","2","0","1","3","1","51.4","3","7","42.9","2","4","50","2","4","50","0","1","0","0","0","0","2","3","66.7","0","0","0","1","3","33.3","50","0","33.3","57.1","4","8","0","0","3","0","5","2","27.8","0","5","0","4","5","80","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0.38","28.6","100"
"16","Auburn","SEC","9-334-4154-198091-198110","9","Tahaad Pettiford","334","Keyshawn Hall","4154","KeShawn Murphy","198091","Abdul Bashir","198110","Sebastian Williams-Adams","184","58.7","280","275","5","14","5","3","0","0","0","1","0","119","4","5","80","2","2","100","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","4","4","100","120","0","0","40","11","4","3","0","0","0","0","0","110","4","5","80","0","0","0","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","3","4","75","110","0","0","0"
"16","Auburn","SEC","9-334-198091-198098-198110","9","Tahaad Pettiford","334","Keyshawn Hall","198091","Abdul Bashir","198098","Filip Jović","198110","Sebastian Williams-Adams","183","65.6","166.7","175","-8.3","10","6","0","0","3","0","1","2","76.7","2","3","66.7","4","8","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","66.7","100","0.5","66.7","266.7","7","4","1","3","0","0","1","0","71.7","3","4","75","1","2","50","3","3","100","0","0","0","2","2","100","1","1","100","0","0","0","0","1","0","75","0","0","50"
"16","Auburn","SEC","9-334-4154-198094-198099","9","Tahaad Pettiford","334","Keyshawn Hall","4154","KeShawn Murphy","198094","Elyjah Freeman","198099","Kaden Magwood","182","72.5","150","166.7","-16.7","12","8","3","0","0","0","3","2","85.7","5","7","71.4","0","0","0","3","4","75","1","1","100","0","0","0","1","1","100","1","2","50","2","3","66.7","85.7","0","66.7","0","5","3","2","0","1","0","0","0","62.5","2","4","50","0","0","0","1","2","50","0","0","0","0","0","0","0","0","0","1","2","50","1","2","50","62.5","0.33","0","0"
"16","Auburn","SEC","9-334-7583-198102-198110","9","Tahaad Pettiford","334","Keyshawn Hall","7583","Kevin Overton","198102","Emeka Opurum","198110","Sebastian Williams-Adams","178","60.7","120","175","-55","6","5","3","1","1","0","1","0","75","3","4","75","0","0","0","3","4","75","0","0","0","1","1","100","2","2","100","0","1","0","0","0","0","75","0.2","0","0","7","4","1","0","1","0","1","1","71.7","2","4","50","2","2","100","1","3","33.3","0","0","0","0","0","0","1","2","50","0","1","0","1","1","100","62.5","0.25","100","50"
"16","Auburn","SEC","9-334-198091-198094-198102","9","Tahaad Pettiford","334","Keyshawn Hall","198091","Abdul Bashir","198094","Elyjah Freeman","198102","Emeka Opurum","175","75.4","57.1","100","-42.9","4","7","1","0","3","0","2","2","40","2","5","40","0","0","0","2","4","50","0","1","0","0","0","0","1","1","100","1","2","50","0","1","0","40","0.43","100","0","4","4","1","2","1","0","1","1","40","2","5","40","0","0","0","2","3","66.7","0","0","0","0","0","0","2","3","66.7","0","0","0","0","2","0","40","0.25","100","0"
"16","Auburn","SEC","198091-198094-198098-198099-198110","198091","Abdul Bashir","198094","Elyjah Freeman","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","172","97.7","100","140","-40","9","9","3","0","2","1","4","1","58","3","6","50","2","4","50","2","3","66.7","0","0","0","1","1","100","0","0","0","1","2","50","1","3","33.3","58.3","0.22","20","66.7","7","5","0","1","1","0","2","1","42.1","2","7","28.6","2","3","66.7","1","4","25","0","0","0","0","0","0","1","2","50","0","2","0","1","3","33.3","35.7","0.2","33.3","42.9"
"16","Auburn","SEC","9-334-4154-7583-198098","9","Tahaad Pettiford","334","Keyshawn Hall","4154","KeShawn Murphy","7583","Kevin Overton","198098","Filip Jović","171","63.2","66.7","116.7","-50","2","3","0","1","2","0","0","0","33.3","1","3","33.3","0","0","0","1","2","50","0","0","0","0","0","0","1","2","50","0","0","0","0","1","0","33.3","0.67","0","0","7","6","2","1","2","0","2","1","90.2","2","3","66.7","2","2","100","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","1","2","50","83.3","0.33","33.3","66.7"
"16","Auburn","SEC","9-15-4154-198091-198110","9","Tahaad Pettiford","15","Blake Muschalek","4154","KeShawn Murphy","198091","Abdul Bashir","198110","Sebastian Williams-Adams","166","72.3","157.1","0","157.1","11","7","1","2","0","0","3","3","59.8","4","7","57.1","2","5","40","3","4","75","1","1","100","0","1","0","2","2","100","0","0","0","1","3","33.3","64.3","0","100","71.4","0","3","0","0","2","0","1","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0.67","0","0"
"16","Auburn","SEC","9-15-198098-198099-198110","9","Tahaad Pettiford","15","Blake Muschalek","198098","Filip Jović","198099","Kaden Magwood","198110","Sebastian Williams-Adams","153","70.6","66.7","100","-33.3","2","3","0","1","1","0","1","0","33.3","1","3","33.3","0","0","0","1","1","100","0","0","0","0","0","0","1","1","100","0","0","0","0","2","0","33.3","0.33","0","0","6","6","0","0","2","0","2","0","77.3","2","3","66.7","2","2","100","2","2","100","0","0","0","0","0","0","1","1","100","1","1","100","0","1","0","66.7","0.33","0","66.7"
"16","Auburn","SEC","9-15-7583-198094-198098","9","Tahaad Pettiford","15","Blake Muschalek","7583","Kevin Overton","198094","Elyjah Freeman","198098","Filip Jović","146","49.3","250","150","100","10","4","2","1","0","0","1","0","128.9","3","3","100","2","2","100","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","2","2","100","133.3","0","0","66.7","3","2","1","0","1","0","0","1","37.5","1","4","25","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","1","2","50","37.5","0.5","100","0"
"16","Auburn","SEC","9-15-334-7583-198094","9","Tahaad Pettiford","15","Blake Muschalek","334","Keyshawn Hall","7583","Kevin Overton","198094","Elyjah Freeman","146","49.3","250","150","100","10","4","2","1","0","0","1","0","128.9","3","3","100","2","2","100","1","1","100","0","0","0","0","0","0","0","0","0","1","1","100","2","2","100","133.3","0","0","66.7","3","2","1","0","1","0","0","1","37.5","1","4","25","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","1","2","50","37.5","0.5","100","0"
